time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,slab_depth,grid_code
2019-02-04 18:19:20.900000+00:00,40.7311667,-124.089,7.9,3.05,ml,24.0,77.0,0.06661,0.12,nc,nc73139526,2022-06-16 17:54:11.351000+00:00,"5km E of Pine Hills, CA",earthquake,0.32,0.42,0.158,15.0,reviewed,nc,nc,17.287907211639464,41
2010-04-17 08:31:58.600000+00:00,40.8156667,-124.1685,2.559,2.98,ml,15.0,176.0,0.1054,0.09,nc,nc71383806,2022-07-22 01:07:44.148000+00:00,"1 km ESE of Samoa, California",earthquake,0.28,0.99,0.158,13.0,reviewed,nc,nc,16.316991646845512,42
2019-12-04 19:40:14.800000+00:00,40.144,-123.844,22.38,3.17,ml,33.0,63.0,0.05126,0.1,nc,nc73311641,2020-02-29 19:52:44.040000+00:00,"3km NNW of Redway, CA",earthquake,0.21,0.23,0.377,35.0,reviewed,nc,nc,23.534549636804012,47
2016-12-02 11:21:57.360000+00:00,40.1501667,-123.8448333,22.74,2.57,md,23.0,71.0,0.08919,0.11,nc,nc72731930,2017-02-11 08:58:20.279000+00:00,"3 km NNW of Redway, California",earthquake,0.26,0.3,0.106,32.0,reviewed,nc,nc,23.47642712477743,48
2008-07-25 08:31:50.190000+00:00,40.4995,-123.9648333,19.319,2.96,ml,17.0,91.0,0.1324,0.09,nc,nc40221138,2017-01-18 12:49:14.790000+00:00,"11 km N of Redcrest, California",earthquake,0.36,0.44,0.217,10.0,reviewed,nc,nc,19.44441626078588,49
2022-12-20 12:04:41.050000+00:00,40.7355,-123.8405,19.76,2.81,md,27.0,59.0,0.05034,0.12,nc,nc73821296,2023-02-28 23:06:33.040000+00:00,"20km SE of Blue Lake, CA",earthquake,0.39,0.26,0.139,21.0,reviewed,nc,nc,21.363403358433793,50
2014-07-17 00:41:04.910000+00:00,40.9928333,-123.9318333,2.44,2.62,md,22.0,150.0,0.191,0.13,nc,nc72258726,2022-07-26 21:03:17.897000+00:00,"9 km ENE of Fieldbrook, California",earthquake,0.3,0.41,0.126,33.0,reviewed,nc,nc,20.72800019433718,52
2011-08-09 21:39:03.620000+00:00,40.0441667,-123.7803333,16.489,2.84,md,24.0,110.0,0.1459,0.14,nc,nc71616450,2022-07-23 02:51:28.008000+00:00,"2 km S of Benbow, California",earthquake,0.3,0.57,0.194,26.0,reviewed,nc,nc,25.37343430433582,56
2013-01-10 15:55:04.320000+00:00,40.3196667,-123.7495,22.184,2.83,md,25.0,38.0,0.0982,0.15,nc,nc71919066,2017-01-30 19:36:29.960000+00:00,"11 km NNE of Miranda, California",earthquake,0.31,0.39,0.196,55.0,reviewed,nc,nc,24.080512377180707,57
2017-05-09 20:40:34.410000+00:00,40.4196667,-123.6545,22.01,2.9,ml,32.0,36.0,0.0856,0.14,nc,nc72799581,2017-05-10 22:33:09.785000+00:00,"12 km WSW of Mad River, California",earthquake,0.26,0.34,0.319,18.0,reviewed,nc,nc,25.46659221302073,58
2014-03-27 07:45:56.400000+00:00,40.5763333,-123.734,22.282,2.62,md,28.0,60.0,0.1568,0.06,nc,nc72189495,2017-02-03 12:03:12.710000+00:00,"23 km NW of Mad River, California",earthquake,0.23,0.32,0.174,37.0,reviewed,nc,nc,23.393106202302384,59
2008-02-24 13:00:20.860000+00:00,40.9003333,-123.7216667,4.19,3.28,ml,10.0,97.0,0.2478,0.07,nc,nc71100926,2020-07-14 21:21:09.412000+00:00,"9km WSW of Willow Creek, CA",earthquake,0.52,1.52,0.14,10.0,reviewed,nc,nc,24.39775577913537,60
2012-10-31 15:29:52.780000+00:00,40.9736667,-123.6996667,11.475,3.21,mw,18.0,83.0,0.1018,0.18,nc,nc71872550,2022-08-06 12:22:48.998000+00:00,"6 km WNW of Willow Creek, California",earthquake,0.31,0.41,,3.0,reviewed,nc,nc,25.351946835172125,61
2015-03-03 12:10:40.160000+00:00,40.3218333,-123.4673333,21.946,2.9,mh,23.0,56.0,0.1766,0.08,nc,nc72404695,2017-02-07 08:43:38.278000+00:00,"13 km WNW of Ruth, California",earthquake,0.27,0.71,,0.0,reviewed,nc,nc,30.073873843814575,66
2009-07-28 07:59:08.970000+00:00,40.4795,-123.5165,5.764,2.78,md,21.0,43.0,0.05856,0.27,nc,nc71255501,2017-01-20 14:31:13.290000+00:00,"3 km N of Mad River, California",earthquake,0.5,0.44,0.104,30.0,reviewed,nc,nc,28.313124923719126,67
2012-11-18 01:41:35.540000+00:00,40.6865,-123.5265,27.175,2.89,md,53.0,38.0,0.1495,0.13,nc,nc71888456,2017-01-28 23:24:55.700000+00:00,"9 km NW of Hyampom, California",earthquake,0.21,0.62,0.161,58.0,reviewed,nc,nc,28.046022186293,68
2008-04-30 03:03:06.900000+00:00,40.8358333,-123.4968333,27.755,5.4,mw,33.0,36.0,0.1829,0.14,nc,nc40216664,2022-06-21 18:17:52.317000+00:00,"3 km NNW of Burnt Ranch, California",earthquake,0.3,1.15,,8.0,reviewed,nc,nc,29.39795808785364,69
2018-12-03 21:50:08.900000+00:00,40.9818333,-123.5788333,27.47,3.4,ml,40.0,40.0,0.1582,0.17,nc,nc73118836,2019-02-16 19:52:17.040000+00:00,"6km NE of Willow Creek, CA",earthquake,0.4,1.09,0.278,19.0,reviewed,nc,nc,28.350354407194217,70
2013-08-16 19:28:08.030000+00:00,41.2576667,-123.4601667,32.523,2.86,md,20.0,76.0,0.4288,0.18,nc,nc72050586,2022-07-25 20:42:31.094000+00:00,"38 km NNE of Willow Creek, California",earthquake,0.36,1.71,0.195,53.0,reviewed,nc,nc,34.73881663673733,71
2008-09-08 11:36:52.710000+00:00,39.8075,-123.203,4.618,2.63,md,31.0,48.0,0.08559,0.1,nc,nc51207829,2017-01-18 16:20:49.660000+00:00,"4 km ENE of Covelo, California",earthquake,0.2,0.48,0.171,55.0,reviewed,nc,nc,40.689542236288,73
2014-10-07 04:03:24.830000+00:00,40.16,-123.2078333,36.705,3.06,ml,79.0,28.0,0.2009,0.15,nc,nc72322146,2022-08-07 02:11:39.888000+00:00,"15 km SE of Ruth, California",earthquake,0.22,0.68,0.229,26.0,reviewed,nc,nc,37.459330182097474,75
2017-12-31 19:49:06.270000+00:00,40.4846667,-123.39,30.44,3.76,mw,30.0,39.0,0.1399,0.08,nc,nc72946846,2018-03-17 01:54:40.040000+00:00,"19km WSW of Hayfork, CA",earthquake,0.31,0.6,,3.0,reviewed,nc,nc,31.34023163681621,76
2018-06-03 10:04:55.690000+00:00,40.6256667,-123.2111667,29.41,3.0,ml,75.0,29.0,0.0348,0.16,nc,nc73024816,2018-08-28 16:30:45.040000+00:00,"8km NNW of Hayfork, CA",earthquake,0.22,0.6,0.109,19.0,reviewed,nc,nc,36.0959853799731,77
2010-02-06 13:07:31.860000+00:00,40.8311667,-123.3385,32.655,3.16,ml,27.0,37.0,0.1937,0.17,nc,nc71349716,2022-08-05 23:52:19.047000+00:00,"11 km ENE of Burnt Ranch, California",earthquake,0.41,0.79,0.177,20.0,reviewed,nc,nc,33.63582585521046,78
2008-02-27 00:10:42.820000+00:00,41.0988333,-123.2238333,35.504,2.83,md,20.0,69.0,0.2495,0.21,nc,nc51197189,2017-01-17 22:31:36.069000+00:00,"35 km NE of Trinity Village, California",earthquake,0.53,1.27,0.14,21.0,reviewed,nc,nc,40.39054915006999,79
2013-06-10 22:16:58.140000+00:00,41.3455,-123.3761667,33.536,3.78,mw,23.0,63.0,0.3955,0.16,nc,nc72006040,2017-03-17 22:50:06.777000+00:00,"42 km WSW of Etna, California",earthquake,0.39,1.11,,4.0,reviewed,nc,nc,38.9800433434566,80
2009-03-30 15:33:22.580000+00:00,41.4356667,-123.3888333,38.139,2.94,md,41.0,43.0,0.1649,0.22,nc,nc40234034,2017-01-20 03:01:26.370000+00:00,"39 km S of Happy Camp, California",earthquake,0.37,0.61,0.132,45.0,reviewed,nc,nc,39.89568634907523,81
2022-09-20 14:03:08.070000+00:00,39.8005,-123.1861667,9.05,3.96,mw,72.0,28.0,0.09201,0.19,nc,nc73783911,2022-11-26 20:57:45.040000+00:00,"5km E of Covelo, CA",earthquake,0.22,0.33,,3.0,reviewed,nc,nc,41.221852098303266,82
2013-05-17 23:14:54.840000+00:00,39.974,-123.1356667,0.454,2.6,mh,11.0,108.0,0.09369,0.06,nc,nc71993336,2017-01-31 16:41:50.861000+00:00,"22 km NNE of Covelo, California",earthquake,0.35,1.08,,0.0,reviewed,nc,nc,40.94301263593895,83
2011-09-05 05:12:35.340000+00:00,40.1971667,-123.1226667,38.653,2.74,ml,81.0,30.0,0.2198,0.15,nc,nc71634355,2017-01-25 04:27:05.710000+00:00,"18 km ESE of Ruth, California",earthquake,0.21,0.55,0.215,20.0,reviewed,nc,nc,39.41697577116736,84
2008-08-21 09:26:30.070000+00:00,40.4336667,-123.0883333,32.347,2.67,md,28.0,93.0,0.1964,0.1,nc,nc51207214,2017-01-18 14:53:23.188000+00:00,"15 km SSE of Hayfork, California",earthquake,0.32,0.81,0.138,30.0,reviewed,nc,nc,39.323130059962295,85
2017-12-20 23:48:45.750000+00:00,40.5561667,-123.171,29.31,2.7,md,28.0,34.0,0.11,0.26,nc,nc72942761,2017-12-21 07:13:02.346000+00:00,"1km ENE of Hayfork, CA",earthquake,0.58,1.12,0.148,46.0,reviewed,nc,nc,37.04985213568317,86
