time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,slab_depth,grid_code
2008-12-30 13:46:20.770000+00:00,41.2501667,-124.9143333,1.506,2.84,md,26.0,238.0,1.101,0.19,nc,nc71180461,2017-01-19T05:38:01.589Z,"66 km W of Big Lagoon, California",earthquake,1.83,2.86,0.127,26.0,reviewed,nc,nc,7.818840538097012,8
2015-10-16 15:44:51.360000+00:00,40.3456667,-124.6145,10.97,2.19,md,13.0,284.0,0.2532,0.23,nc,nc72538480,2017-02-08T13:35:15.477Z,"39 km SW of Ferndale, California",earthquake,1.03,0.84,0.198,16.0,reviewed,nc,nc,11.407015873744818,12
2008-03-03 04:27:05.530000+00:00,40.3325,-124.6226667,3.694,2.01,md,7.0,301.0,0.6189,0.03,nc,nc71102321,2017-01-17T23:03:15.832Z,"40 km SW of Ferndale, California",earthquake,3.96,5.35,,1.0,reviewed,nc,nc,11.34680586352868,12
2008-12-31 21:47:44.740000+00:00,40.3301667,-124.6141667,10.887,2.15,md,12.0,282.0,0.2477,0.28,nc,nc51214355,2017-01-19T05:47:24.466Z,"40 km SW of Ferndale, California",earthquake,3.95,1.72,0.129,12.0,reviewed,nc,nc,11.467779681729127,12
2008-05-17 18:42:10.640000+00:00,40.531,-124.7113333,6.369,2.38,md,13.0,282.0,0.5351,0.06,nc,nc71118291,2017-01-18T06:56:10.316Z,"38 km W of Ferndale, California",earthquake,4.05,1.56,0.163,12.0,reviewed,nc,nc,9.773902823300745,13
2008-10-20 11:08:20.500000+00:00,40.5403333,-124.6015,3.292,2.51,md,21.0,272.0,0.4811,0.09,nc,nc71163066,2017-01-18T22:04:28.632Z,"28 km W of Ferndale, California",earthquake,1.73,1.38,0.239,24.0,reviewed,nc,nc,11.100756228282119,13
2011-06-29 06:44:04.310000+00:00,40.5336667,-124.7698333,8.5,2.55,md,40.0,247.0,0.427,0.19,nc,nc71592110,2017-01-24T17:54:12.855Z,"43 km W of Ferndale, California",earthquake,1.92,1.15,0.202,34.0,reviewed,nc,nc,9.072133958876236,13
2016-11-25 22:46:52.800000+00:00,40.5498333,-124.766,3.62,2.56,md,21.0,262.0,0.3351,0.23,nc,nc72729510,2017-02-11T08:18:06.369Z,"42 km W of Ferndale, California",earthquake,2.38,2.33,0.14,14.0,reviewed,nc,nc,9.098876485484624,13
2008-09-30 14:54:56.730000+00:00,40.4938333,-124.7245,1.838,2.27,md,15.0,293.0,0.4027,0.27,nc,nc71157011,2017-01-18T19:43:13.402Z,"40 km WSW of Ferndale, California",earthquake,10.62,3.24,0.19,15.0,reviewed,nc,nc,9.665497067429648,13
2014-09-26 09:47:48.240000+00:00,40.525,-124.7225,8.979,2.37,md,29.0,244.0,0.2973,0.19,nc,nc72310146,2017-02-04T17:53:11.919Z,"39 km W of Ferndale, California",earthquake,1.41,1.2,0.152,22.0,reviewed,nc,nc,9.64563603401006,13
2022-10-17 15:24:14.560000+00:00,40.4058333,-124.7783333,6.71,2.42,md,17.0,277.0,0.3436,0.14,nc,nc73794901,2022-10-21T04:52:16.365Z,"43km WNW of Petrolia, CA",earthquake,4.22,2.93,0.12,16.0,reviewed,nc,nc,9.141596902898861,13
2011-09-18 20:15:33.350000+00:00,40.5156667,-124.6153333,7.657,2.33,md,13.0,249.0,0.318,0.24,nc,nc71649331,2017-01-25T06:32:02.522Z,"30 km WSW of Ferndale, California",earthquake,1.45,0.81,0.296,18.0,reviewed,nc,nc,10.973560006373596,13
2009-09-09 15:02:51.220000+00:00,40.5256667,-124.6876667,6.53,2.41,md,36.0,250.0,0.2717,0.13,nc,nc71273430,2017-12-02T03:50:45.071Z,"36km W of Ferndale, CA",earthquake,0.9,0.72,0.215,34.0,reviewed,nc,nc,10.071858356190733,13
2021-08-15 08:14:34.850000+00:00,40.402,-124.6928333,8.36,2.0,md,21.0,285.0,0.281,0.19,nc,nc73610261,2021-08-22T23:29:53.109Z,"36km WNW of Petrolia, CA",earthquake,1.07,1.24,0.113,10.0,reviewed,nc,nc,10.230149438348754,13
2008-09-24 21:39:49.460000+00:00,40.5151667,-124.678,6.897,2.69,md,31.0,251.0,0.2622,0.21,nc,nc51208596,2017-01-18T19:09:20.514Z,"35 km W of Ferndale, California",earthquake,1.25,1.31,0.055,9.0,reviewed,nc,nc,10.205447619233112,13
2008-07-28 11:53:55.320000+00:00,40.6276667,-124.7153333,-0.63,2.92,md,23.0,251.0,0.5541,0.07,nc,nc40221268,2017-01-18T13:04:58.460Z,"38 km W of Ferndale, California",earthquake,1.38,3.27,0.153,24.0,reviewed,nc,nc,9.641722609818041,14
2011-04-02 18:48:25.630000+00:00,40.6458333,-124.6493333,10.079,2.54,md,28.0,239.0,0.427,0.17,nc,nc71546480,2017-01-24T06:47:06.842Z,"33 km WNW of Ferndale, California",earthquake,0.9,1.02,0.222,33.0,reviewed,nc,nc,10.408935874783095,14
2011-01-19 22:21:47.110000+00:00,40.7108333,-124.7758333,5.149,2.55,md,19.0,269.0,0.5405,0.27,nc,nc71512100,2017-01-23T21:05:43.672Z,"45 km WNW of Ferndale, California",earthquake,0.98,1.93,0.176,31.0,reviewed,nc,nc,8.924772761625022,14
2009-04-27 22:16:11.200000+00:00,40.6238333,-124.6108333,3.998,2.3,md,12.0,264.0,0.4423,0.09,nc,nc71214841,2017-01-20T05:36:12.969Z,"29 km W of Ferndale, California",earthquake,1.61,31.61,0.248,13.0,reviewed,nc,nc,10.883936586211421,14
2011-03-17 02:13:56.720000+00:00,40.6281667,-124.7058333,9.099,3.35,ml,82.0,238.0,0.4441,0.23,nc,nc71544046,2022-08-06T06:01:48.825Z,"37 km W of Ferndale, California",earthquake,0.56,0.86,0.168,15.0,reviewed,nc,nc,9.752424514115077,14
2009-07-16 10:56:05.870000+00:00,40.7193333,-124.7716667,6.287,2.69,md,44.0,246.0,0.4108,0.16,nc,nc71249101,2017-01-20T13:30:09.061Z,"45 km W of Indianola, California",earthquake,1.01,1.6,0.126,44.0,reviewed,nc,nc,8.974136849239423,14
2010-06-27 01:28:28.590000+00:00,40.611,-124.7145,9.009,2.53,md,41.0,260.0,0.3171,0.23,nc,nc71415920,2017-01-22T14:40:09.674Z,near the coast of Northern California,earthquake,0.87,1.1,0.169,35.0,reviewed,nc,nc,9.661047258374014,14
2008-08-10 01:58:59.920000+00:00,40.5868333,-124.798,2.937,2.13,md,9.0,298.0,0.3676,0.03,nc,nc40221758,2017-01-18T14:04:23.521Z,"45 km W of Ferndale, California",earthquake,4.64,2.84,0.198,11.0,reviewed,nc,nc,8.69858763273068,14
2014-11-09 06:12:41.520000+00:00,40.6413333,-124.7708333,3.609,2.33,md,43.0,247.0,0.3694,0.07,nc,nc72337840,2017-02-05T03:00:02.386Z,near the coast of Northern California,earthquake,0.83,0.88,0.226,33.0,reviewed,nc,nc,8.987275720681815,14
2010-04-07 06:02:25.600000+00:00,40.7071667,-124.6258333,5.754,2.34,md,21.0,234.0,0.3189,0.27,nc,nc71378821,2017-01-22T04:58:16.892Z,"33 km W of Indianola, California",earthquake,1.08,1.54,0.235,15.0,reviewed,nc,nc,10.668072467809003,14
2010-03-31 20:55:34.170000+00:00,40.7001667,-124.6088333,4.704,2.6,md,23.0,232.0,0.3054,0.12,nc,nc71376126,2017-01-22T04:11:25.870Z,"31 km W of Indianola, California",earthquake,0.75,0.92,0.206,25.0,reviewed,nc,nc,10.867490573896909,14
2011-11-11 16:12:12.970000+00:00,40.6998333,-124.721,1.264,2.59,md,40.0,258.0,0.3685,0.4,nc,nc71679711,2017-01-25T14:00:34.810Z,"41 km WNW of Ferndale, California",earthquake,1.77,1.64,0.169,35.0,reviewed,nc,nc,9.552764941608766,14
2008-06-18 14:59:33.690000+00:00,40.5791667,-124.6318333,0.406,2.16,md,8.0,268.0,0.4135,0.07,nc,nc71126035,2017-01-18T09:40:53.267Z,"31 km W of Ferndale, California",earthquake,1.53,5.12,0.082,10.0,reviewed,nc,nc,10.680393865863472,14
2012-06-02 10:47:02.700000+00:00,40.761,-124.7288333,2.682,2.12,md,19.0,280.0,0.4126,0.32,nc,nc71795061,2017-01-27T22:57:37.736Z,"42 km W of Indianola, California",earthquake,1.35,1.62,0.183,15.0,reviewed,nc,nc,9.476255706879366,15
2010-01-16 06:02:27.360000+00:00,40.7535,-124.6236667,7.54,2.51,md,24.0,246.0,0.3532,0.19,nc,nc71341231,2017-01-21T18:52:01.235Z,"33 km WNW of Indianola, California",earthquake,0.67,1.01,0.178,28.0,reviewed,nc,nc,10.700036569481847,15
2013-05-06 13:57:44.690000+00:00,40.8246667,-124.625,2.26,2.49,md,26.0,265.0,0.7297,0.21,nc,nc71986471,2017-01-31T14:57:02.878Z,"36 km WNW of Fields Landing, California",earthquake,2.96,18.74,0.212,15.0,reviewed,nc,nc,10.732885150107558,15
2013-02-19 08:18:05.630000+00:00,40.793,-124.7548333,1.383,2.57,md,24.0,289.0,0.4495,0.29,nc,nc71940250,2017-01-31T03:24:14.543Z,near the coast of Northern California,earthquake,1.28,1.52,0.189,24.0,reviewed,nc,nc,9.192850802736043,15
2013-10-11 23:05:37.330000+00:00,40.9835,-124.7498333,8.635,4.94,mw,124.0,214.0,0.4775,0.17,nc,nc72086051,2022-08-06T18:16:08.537Z,"50 km WNW of Samoa, California",earthquake,0.43,0.95,,6.0,reviewed,nc,nc,9.456293286419962,16
2019-02-02 16:30:07.420000+00:00,40.3125,-124.4753333,6.64,2.53,md,19.0,254.0,0.144,0.13,nc,nc73139131,2019-02-06T02:11:08.207Z,"16km W of Petrolia, CA",earthquake,0.64,0.54,0.243,17.0,reviewed,nc,nc,13.383087378473816,21
2019-02-03 02:46:03.880000+00:00,40.2935,-124.4601667,6.17,2.49,md,20.0,260.0,0.1356,0.18,nc,nc73139191,2019-02-06T01:11:03.848Z,"15km WSW of Petrolia, CA",earthquake,0.61,0.88,0.214,22.0,reviewed,nc,nc,13.666677226161145,21
2019-02-03 04:15:36.120000+00:00,40.306,-124.4533333,6.55,2.34,md,16.0,259.0,0.1281,0.12,nc,nc73139201,2019-02-06T06:58:04.027Z,"14km W of Petrolia, CA",earthquake,0.51,0.65,0.194,11.0,reviewed,nc,nc,13.702337242625141,21
2019-02-03 01:38:24.340000+00:00,40.2955,-124.462,6.62,3.64,mw,29.0,250.0,0.1365,0.18,nc,nc73139181,2019-04-18T19:09:34.040Z,"15km WSW of Petrolia, CA",earthquake,0.45,0.6,,2.0,reviewed,nc,nc,13.632577781707987,21
2019-02-03 01:23:11.530000+00:00,40.3026667,-124.4698333,7.32,2.29,md,15.0,255.0,0.141,0.1,nc,nc73139176,2019-02-06T06:43:03.942Z,"16km W of Petrolia, CA",earthquake,0.44,0.65,0.12,14.0,reviewed,nc,nc,13.49566664601199,21
2019-02-03 00:36:50.860000+00:00,40.3076667,-124.4745,7.0,3.13,ml,26.0,250.0,0.1439,0.11,nc,nc73139166,2019-04-18T19:09:34.040Z,"16km W of Petrolia, CA",earthquake,0.33,0.44,0.197,17.0,reviewed,nc,nc,13.413404625013149,21
2019-07-07 04:15:36.220000+00:00,40.318,-124.4231667,7.52,2.29,md,21.0,250.0,0.06833,0.12,nc,nc73212201,2019-07-17T16:03:05.209Z,"12km W of Petrolia, CA",earthquake,0.68,0.37,0.098,15.0,reviewed,nc,nc,14.044823868866139,21
2013-12-16 19:01:40.960000+00:00,40.3075,-124.4786667,7.861,2.11,md,18.0,261.0,0.1495,0.15,nc,nc72122060,2017-02-02T03:50:03.177Z,"34 km SSW of Ferndale, California",earthquake,0.57,0.7,0.191,20.0,reviewed,nc,nc,13.358323220350112,21
2020-05-04 09:42:41.220000+00:00,40.3061667,-124.4988333,9.29,2.15,md,19.0,251.0,0.1208,0.13,nc,nc73380055,2020-05-08T04:34:02.791Z,"18km W of Petrolia, CA",earthquake,1.21,0.41,0.142,11.0,reviewed,nc,nc,13.093820303915034,21
2012-08-26 22:51:34.490000+00:00,40.3045,-124.4293333,10.721,2.45,md,16.0,249.0,0.109,0.14,nc,nc71837896,2017-01-28T10:38:00.966Z,"33 km SSW of Ferndale, California",earthquake,1.15,0.61,0.21,19.0,reviewed,nc,nc,14.02500483216408,21
2008-06-22 19:11:01.910000+00:00,40.3285,-124.4316667,13.367,2.35,md,10.0,255.0,0.1243,0.11,nc,nc40219601,2017-01-18T10:01:37.869Z,"30 km SSW of Ferndale, California",earthquake,3.37,0.87,0.219,11.0,reviewed,nc,nc,13.887011131100364,21
2019-02-03 05:14:10.290000+00:00,40.2918333,-124.4536667,6.92,2.46,md,22.0,249.0,0.1312,0.18,nc,nc73139206,2019-04-18T19:09:39.040Z,"15km WSW of Petrolia, CA",earthquake,0.51,0.78,0.243,22.0,reviewed,nc,nc,13.761612872829929,21
2022-09-21 02:43:10.550000+00:00,40.2941667,-124.4145,7.88,3.69,mw,39.0,237.0,0.0553,0.19,nc,nc73784121,2023-07-25T00:47:04.926Z,"12km WSW of Petrolia, CA",earthquake,0.52,0.36,,3.0,reviewed,nc,nc,14.27097894221041,21
2008-06-02 03:23:14.650000+00:00,40.2918333,-124.445,8.067,2.01,md,11.0,242.0,0.1135,0.06,nc,nc71122560,2017-01-18T08:15:21.710Z,"35 km SSW of Ferndale, California",earthquake,0.86,0.38,0.084,11.0,reviewed,nc,nc,13.877556896854859,21
2008-05-31 19:13:19.790000+00:00,40.307,-124.4415,8.267,3.01,ml,20.0,230.0,0.118,0.17,nc,nc40218508,2017-01-18T08:08:59.090Z,"33 km SSW of Ferndale, California",earthquake,1.1,0.49,0.173,9.0,reviewed,nc,nc,13.85217394831396,21
2013-05-02 22:27:16.050000+00:00,40.3188333,-124.4208333,7.421,2.0,md,19.0,253.0,0.1045,0.19,nc,nc71984346,2017-01-31T14:25:36.706Z,"31 km SSW of Ferndale, California",earthquake,0.67,0.72,0.123,20.0,reviewed,nc,nc,14.071944965330808,21
2009-06-10 14:01:24.080000+00:00,40.3203333,-124.4386667,8.377,2.16,md,11.0,243.0,0.1234,0.18,nc,nc40237942,2017-01-20T10:02:57.433Z,"32 km SSW of Ferndale, California",earthquake,1.56,0.73,0.14,12.0,reviewed,nc,nc,13.831303568100832,21
2019-02-03 07:37:39.620000+00:00,40.3091667,-124.4838333,7.13,2.83,ml,26.0,251.0,0.1508,0.14,nc,nc73139226,2019-04-18T19:09:35.040Z,"17km W of Petrolia, CA",earthquake,0.37,0.44,0.325,10.0,reviewed,nc,nc,13.282593630797056,21
2019-02-03 23:13:21.670000+00:00,40.3031667,-124.4956667,7.36,3.11,ml,26.0,250.0,0.1605,0.16,nc,nc73139351,2019-04-18T19:09:36.040Z,"18km W of Petrolia, CA",earthquake,0.4,0.49,0.212,17.0,reviewed,nc,nc,13.14808166230536,21
2019-02-03 21:39:56.480000+00:00,40.3035,-124.4771667,7.59,2.5,md,21.0,250.0,0.1465,0.08,nc,nc73139331,2019-02-06T05:12:03.395Z,"16km W of Petrolia, CA",earthquake,0.55,0.31,0.135,21.0,reviewed,nc,nc,13.394254712200196,21
2013-05-03 00:20:34.740000+00:00,40.2825,-124.4393333,13.411,2.36,md,17.0,259.0,0.1252,0.23,nc,nc71984396,2017-01-31T14:26:23.504Z,"35 km SSW of Ferndale, California",earthquake,1.5,0.9,0.127,26.0,reviewed,nc,nc,13.998042145692866,21
2019-03-09 20:32:49.370000+00:00,40.3201667,-124.4863333,9.53,2.2,md,13.0,280.0,0.1144,0.14,nc,nc73149971,2019-03-12T06:10:03.586Z,"17km W of Petrolia, CA",earthquake,0.64,0.51,0.119,13.0,reviewed,nc,nc,13.205521449101077,21
2019-02-23 18:12:32.790000+00:00,40.3241667,-124.48,7.19,2.11,md,18.0,249.0,0.147,0.13,nc,nc73144951,2019-02-27T04:42:04.815Z,"16km W of Petrolia, CA",earthquake,0.47,0.61,0.168,17.0,reviewed,nc,nc,13.274384668432178,21
2019-02-21 23:36:31.530000+00:00,40.3298333,-124.4575,6.21,2.67,md,23.0,248.0,0.1299,0.11,nc,nc73144391,2019-02-22T04:52:03.752Z,"15km W of Petrolia, CA",earthquake,0.38,0.54,0.09,21.0,reviewed,nc,nc,13.545815988939651,21
2019-02-11 10:42:51.920000+00:00,40.3058333,-124.517,10.46,2.41,md,10.0,263.0,0.1764,0.1,nc,nc73140715,2019-02-12T06:41:03.593Z,"20km W of Petrolia, CA",earthquake,0.63,0.83,0.132,17.0,reviewed,nc,nc,12.852059549266293,21
2014-03-19 00:54:20.100000+00:00,40.3058333,-124.5038333,6.295,3.04,ml,26.0,232.0,0.1685,0.09,nc,nc72187616,2017-02-03T10:46:48.620Z,"36 km SW of Ferndale, California",earthquake,0.58,0.4,0.179,13.0,reviewed,nc,nc,13.0290612273491,21
2019-02-08 12:32:56.780000+00:00,40.3305,-124.4868333,4.13,2.66,md,13.0,282.0,0.1523,0.07,nc,nc73139515,2019-02-15T02:17:03.365Z,"17km W of Petrolia, CA",earthquake,0.65,0.69,0.139,33.0,reviewed,nc,nc,13.157849665619835,21
2019-02-03 20:55:05.130000+00:00,40.3145,-124.4846667,6.67,2.35,md,13.0,251.0,0.151,0.07,nc,nc73139321,2019-02-06T04:57:05.307Z,"17km W of Petrolia, CA",earthquake,0.39,0.92,0.163,12.0,reviewed,nc,nc,13.250292004684084,21
2019-02-06 20:55:52.790000+00:00,40.2975,-124.511,7.84,2.51,md,18.0,240.0,0.1729,0.11,nc,nc73138650,2019-02-12T05:25:04.149Z,"19km W of Petrolia, CA",earthquake,0.54,0.66,0.098,18.0,reviewed,nc,nc,12.96564559939204,21
2019-02-04 23:41:14.520000+00:00,40.3055,-124.4446667,8.26,2.3,md,13.0,253.0,0.1216,0.1,nc,nc73138275,2019-02-06T05:42:03.565Z,"14km W of Petrolia, CA",earthquake,0.54,0.67,0.146,13.0,reviewed,nc,nc,13.817112563936261,21
2019-02-04 12:52:36.210000+00:00,40.3006667,-124.487,8.2,2.51,md,18.0,258.0,0.1543,0.13,nc,nc73139456,2019-02-06T18:48:41.635Z,"17km W of Petrolia, CA",earthquake,0.4,0.66,0.244,15.0,reviewed,nc,nc,13.273940895145282,21
2019-02-04 04:06:23.160000+00:00,40.3076667,-124.4998333,7.66,2.53,md,22.0,258.0,0.1631,0.16,nc,nc73139411,2019-02-06T01:56:04.120Z,"18km W of Petrolia, CA",earthquake,0.54,0.62,0.15,23.0,reviewed,nc,nc,13.074493073461971,21
2019-02-04 00:05:06.510000+00:00,40.3031667,-124.4968333,7.64,3.46,mw,27.0,250.0,0.1614,0.16,nc,nc73139371,2019-04-18T19:09:36.040Z,"18km W of Petrolia, CA",earthquake,0.37,0.55,,5.0,reviewed,nc,nc,13.132474764820975,21
2019-02-03 23:43:21.810000+00:00,40.307,-124.4965,7.66,4.19,mw,30.0,250.0,0.1607,0.2,nc,nc73139366,2019-04-18T19:09:36.040Z,"18km W of Petrolia, CA",earthquake,0.58,0.67,,3.0,reviewed,nc,nc,13.121730499292019,21
2019-02-03 23:10:01.310000+00:00,40.3075,-124.488,6.64,2.36,md,16.0,254.0,0.1541,0.1,nc,nc73139341,2019-02-06T05:27:04.482Z,"17km W of Petrolia, CA",earthquake,0.56,0.69,0.157,12.0,reviewed,nc,nc,13.233461351423017,21
2019-02-03 22:18:12.650000+00:00,40.2893333,-124.4741667,7.33,4.48,mw,26.0,250.0,0.147,0.17,nc,nc73139336,2019-04-18T19:09:36.040Z,"16km WSW of Petrolia, CA",earthquake,0.56,0.54,,4.0,reviewed,nc,nc,13.499328422287922,21
2019-02-05 04:19:56.180000+00:00,40.3185,-124.4573333,6.64,2.3,md,18.0,249.0,0.1299,0.13,nc,nc73138325,2019-02-06T05:57:04.654Z,"15km W of Petrolia, CA",earthquake,0.52,0.56,0.122,18.0,reviewed,nc,nc,13.596545835983067,21
2022-11-08 17:35:07.270000+00:00,40.2838333,-124.4176667,8.5,2.53,md,26.0,238.0,0.05761,0.15,nc,nc73802800,2023-01-21T19:27:15.040Z,"12km WSW of Petrolia, CA",earthquake,0.59,0.37,0.123,35.0,reviewed,nc,nc,14.279643018559712,21
2013-12-16 16:55:30.430000+00:00,40.3061667,-124.4796667,7.861,2.34,md,23.0,241.0,0.1505,0.15,nc,nc72122000,2017-02-02T03:49:19.768Z,"35 km SSW of Ferndale, California",earthquake,0.45,0.62,0.097,29.0,reviewed,nc,nc,13.350233094351447,21
2013-12-28 22:19:00.260000+00:00,40.3023333,-124.4348333,11.611,2.48,md,19.0,251.0,0.1162,0.12,nc,nc72132331,2017-02-02T05:31:52.627Z,"33 km SSW of Ferndale, California",earthquake,0.62,0.51,0.163,27.0,reviewed,nc,nc,13.96200803183885,21
2013-12-15 13:21:34.220000+00:00,40.3125,-124.4556667,8.251,2.27,md,20.0,256.0,0.1315,0.1,nc,nc72121430,2017-02-02T03:40:21.993Z,"33 km SSW of Ferndale, California",earthquake,0.5,0.42,0.115,19.0,reviewed,nc,nc,13.644016278791028,21
2009-04-04 00:31:31.610000+00:00,40.3151667,-124.4435,9.587,2.0,md,6.0,263.0,0.1234,0.03,nc,nc71203430,2017-01-20T03:24:32.616Z,near the coast of Northern California,earthquake,1.82,0.72,0.087,7.0,reviewed,nc,nc,13.790815833675481,21
2019-03-14 09:23:31.460000+00:00,40.3276667,-124.4505,9.05,2.25,md,11.0,277.0,0.09135,0.07,nc,nc73151961,2019-03-14T18:07:04.004Z,"14km W of Petrolia, CA",earthquake,0.83,0.45,0.082,7.0,reviewed,nc,nc,13.646518653486403,21
2009-05-24 00:36:56.590000+00:00,40.3131667,-124.4725,6.817,2.3,md,15.0,260.0,0.1414,0.08,nc,nc51222068,2017-01-20T08:12:59.225Z,"34 km SSW of Ferndale, California",earthquake,1.05,0.37,0.163,15.0,reviewed,nc,nc,13.41834737594829,21
2021-10-21 02:43:29.580000+00:00,40.2998333,-124.4261667,9.34,2.17,md,13.0,257.0,0.06493,0.07,nc,nc73642185,2021-10-27T21:16:12.774Z,"12km WSW of Petrolia, CA",earthquake,0.82,0.45,0.039,5.0,reviewed,nc,nc,14.088472316577704,21
2014-03-02 03:01:25.420000+00:00,40.31,-124.4926667,6.535,2.96,ml,27.0,241.0,0.1595,0.18,nc,nc72177626,2017-02-03T08:02:03.948Z,"35 km SSW of Ferndale, California",earthquake,0.6,0.36,0.148,16.0,reviewed,nc,nc,13.161114539239138,21
2009-05-16 18:04:40.470000+00:00,40.312,-124.5223333,10.407,2.52,md,16.0,251.0,0.1757,0.07,nc,nc51221693,2017-01-20T07:33:14.187Z,"36 km SW of Ferndale, California",earthquake,0.99,0.33,0.163,20.0,reviewed,nc,nc,12.757649566280797,21
