time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,slab_depth,grid_code
2011-11-11 16:12:12.970000+00:00,40.6998333,-124.721,1.264,2.59,md,40.0,258.0,0.3685,0.4,nc,nc71679711,2017-01-25 14:00:34.810000+00:00,"41 km WNW of Ferndale, California",earthquake,1.77,1.64,0.169,35.0,reviewed,nc,nc,9.552764941608766,14
2010-06-27 01:28:28.590000+00:00,40.611,-124.7145,9.009,2.53,md,41.0,260.0,0.3171,0.23,nc,nc71415920,2017-01-22 14:40:09.674000+00:00,near the coast of Northern California,earthquake,0.87,1.1,0.169,35.0,reviewed,nc,nc,9.661047258374014,14
2009-04-27 22:16:11.200000+00:00,40.6238333,-124.6108333,3.998,2.3,md,12.0,264.0,0.4423,0.09,nc,nc71214841,2017-01-20 05:36:12.969000+00:00,"29 km W of Ferndale, California",earthquake,1.61,31.61,0.248,13.0,reviewed,nc,nc,10.883936586211421,14
2011-04-02 18:48:25.630000+00:00,40.6458333,-124.6493333,10.079,2.54,md,28.0,239.0,0.427,0.17,nc,nc71546480,2017-01-24 06:47:06.842000+00:00,"33 km WNW of Ferndale, California",earthquake,0.9,1.02,0.222,33.0,reviewed,nc,nc,10.408935874783095,14
2011-03-17 02:13:56.720000+00:00,40.6281667,-124.7058333,9.099,3.35,ml,82.0,238.0,0.4441,0.23,nc,nc71544046,2022-08-06 06:01:48.825000+00:00,"37 km W of Ferndale, California",earthquake,0.56,0.86,0.168,15.0,reviewed,nc,nc,9.752424514115077,14
2014-11-09 06:12:41.520000+00:00,40.6413333,-124.7708333,3.609,2.33,md,43.0,247.0,0.3694,0.07,nc,nc72337840,2017-02-05 03:00:02.386000+00:00,near the coast of Northern California,earthquake,0.83,0.88,0.226,33.0,reviewed,nc,nc,8.987275720681815,14
2011-01-19 22:21:47.110000+00:00,40.7108333,-124.7758333,5.149,2.55,md,19.0,269.0,0.5405,0.27,nc,nc71512100,2017-01-23 21:05:43.672000+00:00,"45 km WNW of Ferndale, California",earthquake,0.98,1.93,0.176,31.0,reviewed,nc,nc,8.924772761625022,14
2008-08-10 01:58:59.920000+00:00,40.5868333,-124.798,2.937,2.13,md,9.0,298.0,0.3676,0.03,nc,nc40221758,2017-01-18 14:04:23.521000+00:00,"45 km W of Ferndale, California",earthquake,4.64,2.84,0.198,11.0,reviewed,nc,nc,8.69892252500388,14
2010-04-07 06:02:25.600000+00:00,40.7071667,-124.6258333,5.754,2.34,md,21.0,234.0,0.3189,0.27,nc,nc71378821,2017-01-22 04:58:16.892000+00:00,"33 km W of Indianola, California",earthquake,1.08,1.54,0.235,15.0,reviewed,nc,nc,10.667877405528742,14
2008-06-18 14:59:33.690000+00:00,40.5791667,-124.6318333,0.406,2.16,md,8.0,268.0,0.4135,0.07,nc,nc71126035,2017-01-18 09:40:53.267000+00:00,"31 km W of Ferndale, California",earthquake,1.53,5.12,0.082,10.0,reviewed,nc,nc,10.680393865863472,14
2008-07-28 11:53:55.320000+00:00,40.6276667,-124.7153333,-0.63,2.92,md,23.0,251.0,0.5541,0.07,nc,nc40221268,2017-01-18 13:04:58.460000+00:00,"38 km W of Ferndale, California",earthquake,1.38,3.27,0.153,24.0,reviewed,nc,nc,9.641722609818041,14
2010-01-16 06:02:27.360000+00:00,40.7535,-124.6236667,7.54,2.51,md,24.0,246.0,0.3532,0.19,nc,nc71341231,2017-01-21 18:52:01.235000+00:00,"33 km WNW of Indianola, California",earthquake,0.67,1.01,0.178,28.0,reviewed,nc,nc,10.700036569481847,15
2013-02-19 08:18:05.630000+00:00,40.793,-124.7548333,1.383,2.57,md,24.0,289.0,0.4495,0.29,nc,nc71940250,2017-01-31 03:24:14.543000+00:00,near the coast of Northern California,earthquake,1.28,1.52,0.189,24.0,reviewed,nc,nc,9.192793738436626,15
2012-06-02 10:47:02.700000+00:00,40.761,-124.7288333,2.682,2.12,md,19.0,280.0,0.4126,0.32,nc,nc71795061,2017-01-27 22:57:37.736000+00:00,"42 km W of Indianola, California",earthquake,1.35,1.62,0.183,15.0,reviewed,nc,nc,9.476255706879366,15
2013-05-06 13:57:44.690000+00:00,40.8246667,-124.625,2.26,2.49,md,26.0,265.0,0.7297,0.21,nc,nc71986471,2017-01-31 14:57:02.878000+00:00,"36 km WNW of Fields Landing, California",earthquake,2.96,18.74,0.212,15.0,reviewed,nc,nc,10.73288515010756,15
2013-10-11 23:05:37.330000+00:00,40.9835,-124.7498333,8.635,4.94,mw,124.0,214.0,0.4775,0.17,nc,nc72086051,2022-08-06 18:16:08.537000+00:00,"50 km WNW of Samoa, California",earthquake,0.43,0.95,,6.0,reviewed,nc,nc,9.456293286419962,16
2019-02-10 03:02:21.750000+00:00,40.3013333,-124.4425,9.12,2.54,md,18.0,252.0,0.1207,0.11,nc,nc73140470,2019-02-12 06:11:04.422000+00:00,"14km W of Petrolia, CA",earthquake,0.36,0.37,0.146,19.0,reviewed,nc,nc,13.864921204686837,21
2018-09-06 20:10:56.950000+00:00,40.3078333,-124.414,10.26,2.0,md,15.0,246.0,0.09808,0.14,nc,nc73081690,2018-09-07 04:28:02.387000+00:00,"11km W of Petrolia, CA",earthquake,0.8,0.57,0.257,18.0,reviewed,nc,nc,14.213057496152802,21
2020-05-03 13:12:55.150000+00:00,40.3165,-124.5433333,10.04,3.16,ml,21.0,263.0,0.1561,0.19,nc,nc73379725,2020-07-18 21:57:31.040000+00:00,"22km W of Petrolia, CA",earthquake,1.37,0.86,0.159,17.0,reviewed,nc,nc,12.455752519212261,21
2019-02-04 12:52:36.210000+00:00,40.3006667,-124.487,8.2,2.51,md,18.0,258.0,0.1543,0.13,nc,nc73139456,2019-02-06 18:48:41.635000+00:00,"17km W of Petrolia, CA",earthquake,0.4,0.66,0.244,15.0,reviewed,nc,nc,13.273728889101507,21
2018-05-24 23:12:12.080000+00:00,40.3098333,-124.4966667,6.54,2.32,md,15.0,280.0,0.1605,0.08,nc,nc73020480,2018-05-25 03:18:01.096000+00:00,"18km W of Petrolia, CA",earthquake,0.42,0.66,0.104,20.0,reviewed,nc,nc,13.107203298086631,21
2019-02-04 04:06:23.160000+00:00,40.3076667,-124.4998333,7.66,2.53,md,22.0,258.0,0.1631,0.16,nc,nc73139411,2019-02-06 01:56:04.120000+00:00,"18km W of Petrolia, CA",earthquake,0.54,0.62,0.15,23.0,reviewed,nc,nc,13.074440064001202,21
2017-07-27 13:24:57.630000+00:00,40.3081667,-124.4026667,7.88,2.21,md,17.0,247.0,0.09155,0.1,nc,nc72850501,2017-08-08 03:42:02.170000+00:00,"32 km SSW of Ferndale, California",earthquake,0.8,0.47,0.135,13.0,reviewed,nc,nc,14.361830812459356,21
2019-02-21 23:36:31.530000+00:00,40.3298333,-124.4575,6.21,2.67,md,23.0,248.0,0.1299,0.11,nc,nc73144391,2019-02-22 04:52:03.752000+00:00,"15km W of Petrolia, CA",earthquake,0.38,0.54,0.09,21.0,reviewed,nc,nc,13.543431040194653,21
2022-02-19 21:35:37.600000+00:00,40.292,-124.4191667,8.51,3.14,ml,29.0,239.0,0.05868,0.13,nc,nc73695251,2022-05-04 13:38:42.040000+00:00,"12km WSW of Petrolia, CA",earthquake,0.46,0.31,0.179,29.0,reviewed,nc,nc,14.219711220865996,21
2017-05-19 11:47:48.120000+00:00,40.31,-124.4621667,8.3,2.16,md,16.0,260.0,0.1365,0.08,nc,nc72803286,2017-05-27 05:30:03.832000+00:00,"34 km SSW of Ferndale, California",earthquake,0.59,0.44,0.156,12.0,reviewed,nc,nc,13.565966815081207,21
2012-12-30 19:09:45.090000+00:00,40.3136667,-124.4415,10.511,2.08,md,19.0,253.0,0.1207,0.18,nc,nc71912736,2017-01-29 05:32:33.856000+00:00,"32 km SSW of Ferndale, California",earthquake,1.35,0.77,0.214,17.0,reviewed,nc,nc,13.823154615033422,21
2019-02-02 16:30:07.420000+00:00,40.3125,-124.4753333,6.64,2.53,md,19.0,254.0,0.144,0.13,nc,nc73139131,2019-02-06 02:11:08.207000+00:00,"16km W of Petrolia, CA",earthquake,0.64,0.54,0.243,17.0,reviewed,nc,nc,13.379112463898815,21
2019-02-03 23:43:21.810000+00:00,40.307,-124.4965,7.66,4.19,mw,30.0,250.0,0.1607,0.2,nc,nc73139366,2019-04-18 19:09:36.040000+00:00,"18km W of Petrolia, CA",earthquake,0.58,0.67,,3.0,reviewed,nc,nc,13.120617523211017,21
2019-02-11 10:42:51.920000+00:00,40.3058333,-124.517,10.46,2.41,md,10.0,263.0,0.1764,0.1,nc,nc73140715,2019-02-12 06:41:03.593000+00:00,"20km W of Petrolia, CA",earthquake,0.63,0.83,0.132,17.0,reviewed,nc,nc,12.850160428991805,21
2017-04-06 21:15:24.300000+00:00,40.312,-124.4255,7.4,3.07,ml,19.0,249.0,0.1084,0.13,nc,nc72785701,2017-06-23 07:26:33.040000+00:00,"32 km SSW of Ferndale, California",earthquake,0.65,0.53,0.198,10.0,reviewed,nc,nc,14.041418542866065,21
2019-02-05 04:19:56.180000+00:00,40.3185,-124.4573333,6.64,2.3,md,18.0,249.0,0.1299,0.13,nc,nc73138325,2019-02-06 05:57:04.654000+00:00,"15km W of Petrolia, CA",earthquake,0.52,0.56,0.122,18.0,reviewed,nc,nc,13.594213896698838,21
2019-02-04 23:41:14.520000+00:00,40.3055,-124.4446667,8.26,2.3,md,13.0,253.0,0.1216,0.1,nc,nc73138275,2019-02-06 05:42:03.565000+00:00,"14km W of Petrolia, CA",earthquake,0.54,0.67,0.146,13.0,reviewed,nc,nc,13.817112563936261,21
2019-02-03 23:10:01.310000+00:00,40.3075,-124.488,6.64,2.36,md,16.0,254.0,0.1541,0.1,nc,nc73139341,2019-02-06 05:27:04.482000+00:00,"17km W of Petrolia, CA",earthquake,0.56,0.69,0.157,12.0,reviewed,nc,nc,13.231076402678017,21
2019-02-03 21:39:56.480000+00:00,40.3035,-124.4771667,7.59,2.5,md,21.0,250.0,0.1465,0.08,nc,nc73139331,2019-02-06 05:12:03.395000+00:00,"16km W of Petrolia, CA",earthquake,0.55,0.31,0.135,21.0,reviewed,nc,nc,13.393141736119198,21
2019-02-03 20:55:05.130000+00:00,40.3145,-124.4846667,6.67,2.35,md,13.0,251.0,0.151,0.07,nc,nc73139321,2019-02-06 04:57:05.307000+00:00,"17km W of Petrolia, CA",earthquake,0.39,0.92,0.163,12.0,reviewed,nc,nc,13.245681103777084,21
2019-02-03 04:15:36.120000+00:00,40.306,-124.4533333,6.55,2.34,md,16.0,259.0,0.1281,0.12,nc,nc73139201,2019-02-06 06:58:04.027000+00:00,"14km W of Petrolia, CA",earthquake,0.51,0.65,0.194,11.0,reviewed,nc,nc,13.701277276004914,21
2019-02-03 01:23:11.530000+00:00,40.3026667,-124.4698333,7.32,2.29,md,15.0,255.0,0.141,0.1,nc,nc73139176,2019-02-06 06:43:03.942000+00:00,"16km W of Petrolia, CA",earthquake,0.44,0.65,0.12,14.0,reviewed,nc,nc,13.494818653636216,21
2019-01-30 15:50:21.810000+00:00,40.3125,-124.4588333,6.18,2.43,md,14.0,257.0,0.1314,0.07,nc,nc73138106,2019-02-02 06:09:05.523000+00:00,"15km W of Petrolia, CA",earthquake,0.39,0.45,0.129,22.0,reviewed,nc,nc,13.599851199104931,21
2019-01-16 02:16:23.390000+00:00,40.3301667,-124.4483333,5.81,2.2,md,13.0,252.0,0.1229,0.1,nc,nc73133341,2019-03-14 02:15:40.593000+00:00,"14km W of Petrolia, CA",earthquake,0.52,0.7,0.057,5.0,reviewed,nc,nc,13.663932838233233,21
2019-02-04 00:05:06.510000+00:00,40.3031667,-124.4968333,7.64,3.46,mw,27.0,250.0,0.1614,0.16,nc,nc73139371,2019-04-18 19:09:36.040000+00:00,"18km W of Petrolia, CA",earthquake,0.37,0.55,,5.0,reviewed,nc,nc,13.131467775862205,21
2018-11-03 14:50:15.020000+00:00,40.297,-124.4356667,7.35,2.64,md,21.0,255.0,0.1166,0.17,nc,nc73106061,2018-11-07 23:26:02.335000+00:00,"13km WSW of Petrolia, CA",earthquake,1.33,0.66,0.264,35.0,reviewed,nc,nc,13.976372912548092,21
2019-01-15 20:20:20.120000+00:00,40.3216667,-124.4723333,7.09,4.08,mw,27.0,240.0,0.1412,0.14,nc,nc73133256,2019-04-11 01:51:01.743000+00:00,"16km W of Petrolia, CA",earthquake,0.39,0.49,,3.0,reviewed,nc,nc,13.379975933578258,21
2019-01-15 20:21:36.640000+00:00,40.322,-124.4338333,1.85,3.81,ml,24.0,252.0,0.1118,0.15,nc,nc73133251,2019-04-11 01:50:12.756000+00:00,"13km W of Petrolia, CA",earthquake,0.37,0.67,0.275,10.0,reviewed,nc,nc,13.88678643817376,21
2019-02-02 00:30:37.720000+00:00,40.3133333,-124.4568333,6.21,2.86,md,17.0,255.0,0.1298,0.09,nc,nc73139041,2019-02-06 18:27:26.913000+00:00,"15km W of Petrolia, CA",earthquake,0.4,0.46,0.35,12.0,reviewed,nc,nc,13.62303748832544,21
2019-02-02 03:09:20.910000+00:00,40.3051667,-124.4748333,7.27,2.62,md,15.0,265.0,0.1445,0.16,nc,nc73139066,2019-02-06 02:26:04.312000+00:00,"16km W of Petrolia, CA",earthquake,0.57,0.87,0.184,12.0,reviewed,nc,nc,13.417217936086283,21
2019-02-02 10:52:21.990000+00:00,40.3006667,-124.4946667,6.44,4.3,mw,30.0,250.0,0.1601,0.15,nc,nc73139111,2019-04-18 19:09:31.040000+00:00,"18km W of Petrolia, CA",earthquake,0.31,0.43,,4.0,reviewed,nc,nc,13.171162970240642,21
2019-02-02 11:18:26.010000+00:00,40.305,-124.469,7.38,3.05,ml,24.0,250.0,0.1401,0.15,nc,nc73139116,2019-04-18 19:09:32.040000+00:00,"16km W of Petrolia, CA",earthquake,0.47,0.56,0.176,12.0,reviewed,nc,nc,13.495970592524092,21
2017-04-24 16:16:21.990000+00:00,40.3123333,-124.4151667,9.33,2.37,md,12.0,255.0,0.1005,0.09,nc,nc72793316,2017-04-24 22:54:01.550000+00:00,"31 km SSW of Ferndale, California",earthquake,0.85,0.54,0.182,19.0,reviewed,nc,nc,14.176930198866842,21
2019-02-03 00:36:50.860000+00:00,40.3076667,-124.4745,7.0,3.13,ml,26.0,250.0,0.1439,0.11,nc,nc73139166,2019-04-18 19:09:34.040000+00:00,"16km W of Petrolia, CA",earthquake,0.33,0.44,0.197,17.0,reviewed,nc,nc,13.410966666807377,21
2019-02-03 07:37:39.620000+00:00,40.3091667,-124.4838333,7.13,2.83,ml,26.0,251.0,0.1508,0.14,nc,nc73139226,2019-04-18 19:09:35.040000+00:00,"17km W of Petrolia, CA",earthquake,0.37,0.44,0.325,10.0,reviewed,nc,nc,13.279678682842285,21
2019-02-03 21:39:56.480000+00:00,40.3035,-124.4771667,7.59,2.5,md,21.0,250.0,0.1465,0.08,nc,nc73139331,2019-02-06 05:12:03.395000+00:00,"16km W of Petrolia, CA",earthquake,0.55,0.31,0.135,21.0,reviewed,nc,nc,13.393141736119198,21
2019-02-03 23:13:21.670000+00:00,40.3031667,-124.4956667,7.36,3.11,ml,26.0,250.0,0.1605,0.16,nc,nc73139351,2019-04-18 19:09:36.040000+00:00,"18km W of Petrolia, CA",earthquake,0.4,0.49,0.212,17.0,reviewed,nc,nc,13.14707467334659,21
2018-11-01 23:19:54.460000+00:00,40.3305,-124.4588333,3.8,2.06,md,11.0,264.0,0.1337,0.07,nc,nc73104941,2018-11-06 00:44:04.335000+00:00,"15km W of Petrolia, CA",earthquake,0.87,0.8,0.247,12.0,reviewed,nc,nc,13.522737818648936,21
2017-04-07 03:13:16.130000+00:00,40.3255,-124.415,6.88,2.47,md,13.0,251.0,0.09999,0.12,nc,nc72785826,2017-04-08 04:52:02.183000+00:00,"30 km SSW of Ferndale, California",earthquake,0.51,0.58,0.183,10.0,reviewed,nc,nc,14.118707647307987,21
2008-06-22 19:11:01.910000+00:00,40.3285,-124.4316667,13.367,2.35,md,10.0,255.0,0.1243,0.11,nc,nc40219601,2017-01-18 10:01:37.869000+00:00,"30 km SSW of Ferndale, California",earthquake,3.37,0.87,0.219,11.0,reviewed,nc,nc,13.887011131100364,21
2022-09-21 02:43:10.550000+00:00,40.2941667,-124.4145,7.88,3.69,mw,39.0,237.0,0.0553,0.19,nc,nc73784121,2023-07-25 00:47:04.926000+00:00,"12km WSW of Petrolia, CA",earthquake,0.52,0.36,,3.0,reviewed,nc,nc,14.27097894221041,21
2009-05-24 00:36:56.590000+00:00,40.3131667,-124.4725,6.817,2.3,md,15.0,260.0,0.1414,0.08,nc,nc51222068,2017-01-20 08:12:59.225000+00:00,"34 km SSW of Ferndale, California",earthquake,1.05,0.37,0.163,15.0,reviewed,nc,nc,13.414160455329517,21
2014-03-02 02:39:48.490000+00:00,40.3185,-124.4698333,6.515,2.04,md,17.0,263.0,0.1414,0.06,nc,nc72177601,2017-02-03 08:01:41.262000+00:00,"33 km SSW of Ferndale, California",earthquake,0.91,0.38,0.138,18.0,reviewed,nc,nc,13.426987582148792,21
2009-06-10 14:01:24.080000+00:00,40.3203333,-124.4386667,8.377,2.16,md,11.0,243.0,0.1234,0.18,nc,nc40237942,2017-01-20 10:02:57.433000+00:00,"32 km SSW of Ferndale, California",earthquake,1.56,0.73,0.14,12.0,reviewed,nc,nc,13.831303568100832,21
2013-12-28 22:19:00.260000+00:00,40.3023333,-124.4348333,11.611,2.48,md,19.0,251.0,0.1162,0.12,nc,nc72132331,2017-02-02 05:31:52.627000+00:00,"33 km SSW of Ferndale, California",earthquake,0.62,0.51,0.163,27.0,reviewed,nc,nc,13.96200803183885,21
2013-12-20 05:28:13.230000+00:00,40.3105,-124.4438333,8.571,2.2,md,15.0,258.0,0.1225,0.11,nc,nc72127186,2017-02-02 04:14:20.466000+00:00,"33 km SSW of Ferndale, California",earthquake,0.63,0.48,0.183,17.0,reviewed,nc,nc,13.806489988531888,21
2013-12-16 21:49:45.080000+00:00,40.3033333,-124.4871667,8.361,2.41,md,16.0,262.0,0.1559,0.13,nc,nc72125526,2017-02-02 03:51:06.298000+00:00,"35 km SSW of Ferndale, California",earthquake,0.68,0.73,0.137,18.0,reviewed,nc,nc,13.26007484006368,21
2013-12-16 19:01:40.960000+00:00,40.3075,-124.4786667,7.861,2.11,md,18.0,261.0,0.1495,0.15,nc,nc72122060,2017-02-02 03:50:03.177000+00:00,"34 km SSW of Ferndale, California",earthquake,0.57,0.7,0.191,20.0,reviewed,nc,nc,13.355938271605108,21
2013-12-16 16:57:47.420000+00:00,40.3046667,-124.4758333,9.321,2.49,md,14.0,269.0,0.1477,0.13,nc,nc72122010,2017-02-02 03:49:30.461000+00:00,"35 km SSW of Ferndale, California",earthquake,0.88,0.72,0.155,16.0,reviewed,nc,nc,13.40598186926823,21
2013-12-16 16:55:30.430000+00:00,40.3061667,-124.4796667,7.861,2.34,md,23.0,241.0,0.1505,0.15,nc,nc72122000,2017-02-02 03:49:19.768000+00:00,"35 km SSW of Ferndale, California",earthquake,0.45,0.62,0.097,29.0,reviewed,nc,nc,13.348272125894676,21
2013-12-15 13:21:34.220000+00:00,40.3125,-124.4556667,8.251,2.27,md,20.0,256.0,0.1315,0.1,nc,nc72121430,2017-02-02 03:40:21.993000+00:00,"33 km SSW of Ferndale, California",earthquake,0.5,0.42,0.115,19.0,reviewed,nc,nc,13.642214306917257,21
2013-10-05 18:01:54.520000+00:00,40.3075,-124.445,10.16,2.49,md,19.0,254.0,0.1237,0.11,nc,nc72081521,2018-09-13 02:09:48.143000+00:00,"14km W of Petrolia, CA",earthquake,0.74,0.51,0.135,28.0,reviewed,nc,nc,13.80422606471013,21
